id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
121251970,Tue Jun 07 2022 13:05:00 GMT-0700 (PDT),07/06/2022,2022-06-07 20:05:00 UTC,Tijuana,246499,sulavanderplank,Sula Vanderplank,2022-06-11 15:58:06 UTC,2022-10-06 04:20:36 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/121251970,https://inaturalist-open-data.s3.amazonaws.com/photos/205161560/medium.jpg,,,,1,0,false,3,"Tijuana, MX-BN, MX",32.36969667,-116.9456117,4,,,,4,,,false,,,Rhus Fairy Bee,Perdita rhois,Perdita rhois,Insecta,271716
123185694,2022-06-07 22:13:00-07:00,07/06/2022,2022-06-08 05:13:00 UTC,Tijuana,472343,carlosgonzalezr,Carlos Gonzalez,2022-06-24 05:23:51 UTC,2023-01-28 15:56:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123185694,https://inaturalist-open-data.s3.amazonaws.com/photos/208659530/medium.jpg,,,,1,0,false,3,"Corredor 2000 Tijuana-Rosarito, Tijuana, BC, MX",32.3679,-116.94883,5,,,,5,,,false,,,Coquillettapis,Diadasia diminuta,Abejas de malvas,Insecta,1444494
123225117,2022-06-07 22:40:00-07:00,07/06/2022,2022-06-08 05:40:00 UTC,Tijuana,472343,carlosgonzalezr,Carlos Gonzalez,2022-06-24 14:19:59 UTC,2022-07-12 18:37:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/123225117,https://inaturalist-open-data.s3.amazonaws.com/photos/208727894/medium.jpg,,,On Nolina interrata male flowers,1,0,false,3,"Corredor 2000 Tijuana-Rosarito, Tijuana, BC, MX",32.369475,-116.94625,4,,,,4,,,false,,,Rhus Fairy Bee,Perdita rhois,Perdita rhois,Insecta,271716
123225151,2022-06-07 22:41:00-07:00,07/06/2022,2022-06-08 05:41:00 UTC,Tijuana,472343,carlosgonzalezr,Carlos Gonzalez,2022-06-24 14:20:23 UTC,2022-07-12 18:37:29 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/123225151,https://inaturalist-open-data.s3.amazonaws.com/photos/208727974/medium.jpg,,,On Nolina interrata male flowers,1,0,false,3,"Corredor 2000 Tijuana-Rosarito, Tijuana, BC, MX",32.369475,-116.94628,4,,,,4,,,false,,,Perdita,Perdita,Perdita,Insecta,571464
123284325,2022-06-24 14:45:27-07:00,24/06/2022,2022-06-24 21:45:27 UTC,Tijuana,1650434,birdzilla,,2022-06-24 22:27:55 UTC,2022-11-09 01:28:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/123284325,https://inaturalist-open-data.s3.amazonaws.com/photos/208834476/medium.jpg,,,,4,0,false,3,"Pacific Ocean, Tijuana, BC, MX",32.53287833,-117.1240167,5,,,,5,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
123285319,2022-06-24 14:29:24-07:00,24/06/2022,2022-06-24 21:29:24 UTC,Tijuana,1650434,birdzilla,,2022-06-24 22:37:14 UTC,2022-11-08 13:35:07 UTC,research,CC-BY,https://www.inaturalist.org/observations/123285319,https://inaturalist-open-data.s3.amazonaws.com/photos/208835230/medium.jpg,,,,2,0,false,3,"Paseo Costero, Tijuana, BC, MX",32.53350833,-117.1236333,5,,,,5,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
126127206,10/07/2022 10:01,10/07/2022,2022-07-10 17:01:00 UTC,Tijuana,824069,oscarjimenez,Oscar Jimenez-Orocio,2022-07-13 22:17:25 UTC,2022-07-25 05:08:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/126127206,https://inaturalist-open-data.s3.amazonaws.com/photos/213966315/medium.jpeg,,,,1,0,false,,"Jardinesdel Pedregal, Tijuana, B.C., México",32.52223167,-116.97672,,,,,,,,false,,,Large Carpenter Bees,Xylocopa sonorina,Abejorro carpintero de Sonora,Insecta,244216
126414562,2022-07-15 15:38:06-07:00,15/07/2022,2022-07-15 22:38:06 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-07-16 00:14:51 UTC,2022-10-23 00:09:46 UTC,needs_id,,https://www.inaturalist.org/observations/126414562,https://static.inaturalist.org/photos/214488001/medium.jpg,,,"Hay muchas de esta abejitas pequeñas en mi jardin, y creo que Son probablemente (ceratina arizonensis). Dos están chupando néctar de mi Algodoncillo de hoja delgada (asclepias fascicularis) 😁💖❤️😊☺️

There are quite lots of them flying around my pollinator garden, I think they are Arizona small carpenter bees. But I’m not sure.

Two of them were sipping nectar from the flowers of our narrow leaf milkweed 😁💖❤️😊☺️

",3,1,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51139283,-117.0543569,22,,,,22,,,false,,,Lasioglossum,Lasioglossum,Lasioglossum,Insecta,57678
126776861,2022-07-17 14:20:28-07:00,17/07/2022,2022-07-17 21:20:28 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-07-18 06:56:18 UTC,2023-01-30 02:52:05 UTC,needs_id,,https://www.inaturalist.org/observations/126776861,https://static.inaturalist.org/photos/215146501/medium.jpg,,,"Es probablemente esta especie? Ayúdenme a identificar esta especie!

Is it this species? Help me identify this species!",3,0,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51136398,-117.0543569,59,,,,59,,,false,,,Metallic Sweat Bees,Dialictus,Abejas metálicas del sudor,Insecta,126545
128052686,26/07/2022 09:28,26/07/2022,2022-07-26 16:28:29 UTC,Tijuana,382312,dmariana,Mariana Delgado-Fernández,2022-07-26 21:12:09 UTC,2022-08-14 06:22:36 UTC,research,,https://www.inaturalist.org/observations/128052686,https://static.inaturalist.org/photos/217470046/medium.jpeg,,,,1,0,false,2,"22250 B.C., México",32.45385797,-116.905946,,,,,,,,false,,,Tripartite Sweat Bee,Halictus tripartitus,Halictus tripartitus,Insecta,309390
129883428,05/08/2022 11:11,05/08/2022,2022-08-05 18:11:00 UTC,Tijuana,2037698,ianbravo_04,Ian Bravo,2022-08-07 20:34:43 UTC,2022-08-11 10:48:47 UTC,research,CC-BY,https://www.inaturalist.org/observations/129883428,https://inaturalist-open-data.s3.amazonaws.com/photos/220784198/medium.jpg,,,Una abeja entre los arbustos de la Plaza Cincuentenario,2,0,false,,"UABC, 22424 Tijuana, B.C., México",32.53221892,-116.9651031,,,,,,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
131262014,2022-08-17 15:35:47-07:00,17/08/2022,2022-08-17 22:35:47 UTC,Tijuana,6032201,armando_cota_pizano,Armando Cota Pizano,2022-08-17 22:35:59 UTC,2022-08-31 03:18:46 UTC,research,,https://www.inaturalist.org/observations/131262014,https://static.inaturalist.org/photos/223347500/medium.jpg,,,,2,0,false,3,"Avenida Geranio, Tijuana, Baja California, MX",32.4646408,-116.8760178,18,,,,18,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
131652914,2022-08-20 13:31:51-07:00,20/08/2022,2022-08-20 20:31:51 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-08-20 22:54:33 UTC,2022-09-12 05:16:35 UTC,research,,https://www.inaturalist.org/observations/131652914,https://static.inaturalist.org/photos/224073183/medium.jpg,,,"En mi jardín andaba esta Bella abeja excavadora de California chupando néctar de las flores de mi lavanda, mirto peninsular y de mi corethrogyne filaginifolia (aster de california). 😁💖😊❤️

A gorgeous california digger bee came by to drink nectar from the flowers of lavender, cleveland sage, and california aster.😁💖😊❤️",1,0,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51157302,-117.0542331,22,,,,22,,,false,,,Urbane Digger Bee,Anthophora urbana,Anthophora urbana,Insecta,57681
131702245,27/02/2022 14:58,27/02/2022,2022-02-27 22:58:33 UTC,Tijuana,2382094,srsvivos,srsvivos,2022-08-21 08:46:22 UTC,2022-08-31 03:18:40 UTC,research,CC-BY,https://www.inaturalist.org/observations/131702245,https://inaturalist-open-data.s3.amazonaws.com/photos/224168167/medium.jpeg,,,,2,0,false,2,"Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C., México",32.49882645,-116.9399182,4,,,,4,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
132384510,06/03/2022 14:40,06/03/2022,2022-03-06 22:40:42 UTC,Tijuana,2382094,srsvivos,srsvivos,2022-08-26 09:41:21 UTC,2022-09-08 16:35:50 UTC,research,CC-BY,https://www.inaturalist.org/observations/132384510,https://inaturalist-open-data.s3.amazonaws.com/photos/225437952/medium.jpeg,,,,3,0,false,2,"Rio Tijuana 3ra Etapa, 22226 Tijuana, B.C., México",32.49806013,-116.9400336,4,,,,4,,,false,gps,gps,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
132672396,2022-08-21 13:41:29-07:00,21/08/2022,2022-08-21 20:41:29 UTC,Tijuana,5669595,isaac584,isaac guerrero,2022-08-28 19:37:14 UTC,2022-08-31 03:18:24 UTC,research,,https://www.inaturalist.org/observations/132672396,https://static.inaturalist.org/photos/225900764/medium.jpg,,,,2,0,false,3,"Plaza Las Palmas, Tijuana, Baja California, MX",32.50806167,-116.9843617,14,,,,14,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
134083384,07/09/2022 13:00,07/09/2022,2022-09-07 20:00:20 UTC,Tijuana,1451260,manuel_docente,Manuel Antonio A,2022-09-07 20:02:25 UTC,2022-10-07 04:37:04 UTC,research,,https://www.inaturalist.org/observations/134083384,https://static.inaturalist.org/photos/228489861/medium.jpeg,,,,3,0,false,2,"Buenos Aires Nte., 22200 Tijuana, B.C., México",32.51609182,-116.9025415,10,,,,10,,,false,,,Valley Carpenter Bee,Xylocopa sonorina,Abejorro carpintero de Sonora,Insecta,244216
135722414,2022-09-17 11:41:03-07:00,17/09/2022,2022-09-17 18:41:03 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-09-19 23:04:19 UTC,2022-10-22 22:20:36 UTC,needs_id,,https://www.inaturalist.org/observations/135722414,https://static.inaturalist.org/photos/231528054/medium.jpg,,,"No se que especie de abeja es esta. Habían unas cuentas en nuestro arbusto dorado (isocoma menziesii).

I don’t know what kind of species is this bee. There were quite a few on our coastal golden bush.",2,0,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51145257,-117.054341,41,,,,41,,,false,,,Masked Bees,Hylaeus,Abejas de cara amarilla,Insecta,127812
135728811,2022-09-18 11:31:40-07:00,18/09/2022,2022-09-18 18:31:40 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-09-20 00:06:26 UTC,2022-10-22 22:20:33 UTC,needs_id,,https://www.inaturalist.org/observations/135728811,https://static.inaturalist.org/photos/231540500/medium.jpg,,,"No se que especie de abeja es esta. Probablemente Megachile pusilla?

I don’t know what species this bee is. Probably Megachile pusilla?",4,0,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51137278,-117.0543273,22,,,,22,,open,false,,,Abejas cortadoras de hojas,Megachile,Abejas cortadoras de hojas,Insecta,52784
135986426,2022-09-18 12:27:41-07:00,18/09/2022,2022-09-18 19:27:41 UTC,Tijuana,4073191,jesus1200_awesome,Jesus1200 Awesome,2022-09-22 00:56:55 UTC,2022-10-14 05:58:02 UTC,research,,https://www.inaturalist.org/observations/135986426,https://static.inaturalist.org/photos/232019958/medium.jpg,,,"En nuestro arbusto dorado (isocoma menziesii) andaba esta abejita nativa chupando néctar y agarrando polen de sus flores 😁💖❤️😊

 This Ligated furrow bee was drinking nectar from the flowers  and gathering polen of our coastal golden bush. 😁💖❤️😊",1,0,false,3,"Avenida Toribio Ortega, Tijuana, Baja California, MX",32.51130998,-117.0543418,22,,,,22,,,false,,,Ligated Furrow Bee,Halictus ligatus,Halictus ligatus,Insecta,154298
137769051,06/10/2022 10:24,06/10/2022,2022-10-06 17:24:00 UTC,Tijuana,6220040,carladeltorito,,2022-10-06 17:42:41 UTC,2022-10-13 03:48:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/137769051,https://inaturalist-open-data.s3.amazonaws.com/photos/235352582/medium.jpeg,,,"Estaba adentro de mi escuela, muerta.",3,0,false,,"Playas, Playas Coronado, Tijuana, B.C., México",32.53156667,-117.1167611,5,,,,5,,,false,,,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
139383164,2022-10-19 17:12:47-07:00,19/10/2022,2022-10-20 00:12:47 UTC,Tijuana,6219970,johelypulido,,2022-10-20 00:12:51 UTC,2022-10-21 21:21:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/139383164,https://inaturalist-open-data.s3.amazonaws.com/photos/238387200/medium.jpg,,,,3,0,false,3,"Avenida Paseo del Pedregal, Tijuana, Baja California, MX",32.530455,-117.1142055,5,,,,5,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
144676191,2022-12-18 19:18:01-08:00,18/12/2022,2022-12-19 03:18:01 UTC,Tijuana,736338,shargarcia,Shar Garcia,2022-12-19 17:29:52 UTC,2023-01-10 03:33:14 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/144676191,https://inaturalist-open-data.s3.amazonaws.com/photos/248361988/medium.jpg,,,,1,0,false,3,"Calle Ferrocarril, Tijuana, Baja California, MX",32.53803369,-117.0179346,78,,,,78,,,false,,,Valley Carpenter Bee,Xylocopa sonorina,Abejorro carpintero de Sonora,Insecta,244216
146431829,12/01/2023 13:44,12/01/2023,2023-01-12 21:44:42 UTC,Tijuana,2811028,laurelthrone,Laurel Fallon,2023-01-12 23:37:46 UTC,2023-01-20 01:11:24 UTC,research,CC0,https://www.inaturalist.org/observations/146431829,https://inaturalist-open-data.s3.amazonaws.com/photos/251750427/medium.jpeg,,,,2,0,false,2,"22430 Tijuana, Baja California, Mexico",32.535472,-116.9431168,,,,,,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
147788848,31/01/2023 13:38,31/01/2023,2023-01-31 21:38:56 UTC,Tijuana,2811028,laurelthrone,Laurel Fallon,2023-01-31 21:51:02 UTC,2023-02-01 10:12:19 UTC,research,CC0,https://www.inaturalist.org/observations/147788848,https://inaturalist-open-data.s3.amazonaws.com/photos/254369134/medium.jpeg,,,,2,0,false,2,"Otay Constituyentes, 22457 Tijuana, B.C., Mexico",32.5276374,-116.9436411,,,,,,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
149492479,23/02/2023,23/02/2023,,Tijuana,6523729,oscar_daniel6,OSCAR,2023-02-23 18:29:33 UTC,2023-02-24 21:19:17 UTC,research,,https://www.inaturalist.org/observations/149492479,https://static.inaturalist.org/photos/257608879/medium.jpeg,,,,3,0,false,2,,32.56363532,-117.1065849,34,,,,29093,obscured,,true,gps,gps,Abeja melífera europea,Apis mellifera,Abeja melífera europea,Insecta,47219
149596107,2023-02-24 10:39:52-08:00,24/02/2023,2023-02-24 18:39:52 UTC,Tijuana,6526593,charlize_15,,2023-02-25 00:23:41 UTC,2023-02-27 14:15:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/149596107,https://inaturalist-open-data.s3.amazonaws.com/photos/257804103/medium.jpg,,,,2,0,false,3,"Avenida Parque Baja California Sur, Tijuana, Baja California, MX",32.51376667,-117.1129083,4,,,,4,,,false,,,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
150351537,05/03/2023 12:34,05/03/2023,2023-03-05 20:34:36 UTC,Tijuana,2811028,laurelthrone,Laurel Fallon,2023-03-05 22:16:25 UTC,2023-03-06 09:49:38 UTC,research,CC0,https://www.inaturalist.org/observations/150351537,https://inaturalist-open-data.s3.amazonaws.com/photos/259235130/medium.jpeg,,,,2,0,false,2,"22430 Tijuana, Baja California, Mexico",32.5332259,-116.9441395,,,,,,,,false,gps,gps,Western Honey Bee,Apis mellifera,Abeja melífera europea,Insecta,47219
